case_id	subcorpus	piece	measure	onset	artifact_kind	current_value	candidate_value	status	evidence	discovered_by	fork_commit	fork_pr	notes
DLC-0067	beethoven_piano_sonatas	18-4	218	0	harmony_label_expansion	viio6/vi expansion Abb-Fb-Db (shipped JiMS name So:Ti5/Te)	uniform +7-fifths correction Ab-F-D (corrected JiMS name Si:Ti5/Ti)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0068	corelli	op04n02b	19	7/8	harmony_label_expansion	viio/iv expansion Fb-Db-Bb (shipped JiMS name Do:Ti5)	uniform +7-fifths correction F-D-B (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0069	corelli	op04n02b	21	3/8	harmony_label_expansion	viio/iv{ expansion Fb-Db-Bb (shipped JiMS name Do:Ti5)	uniform +7-fifths correction F-D-B (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0070	ABC	n07op59-1_01	135	0	harmony_label_expansion	#viio7/vi expansion Cb-Ab-F-D (shipped JiMS name Mi:m3³)	uniform +7-fifths correction Eb-C-A-F# (corrected JiMS name ~My@Si:m3³/Fa)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0071	ABC	n07op59-1_01	136	0	harmony_label_expansion	#viio43/vi expansion Cb-Ab-F-D (shipped JiMS name Mi:m3³/Te)	uniform +7-fifths correction Eb-C-A-F# (corrected JiMS name ~My@Si:m3³/Ti)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0072	ABC	n10op74_01	153	0	harmony_label_expansion	viio65/ii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name So:m3³/Te)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Di:m3³/Mi)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0073	ABC	n12op127_01	154	0	harmony_label_expansion	viio7/ii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name So:m3³)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Di:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -11, -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0074	ABC	n12op127_01	222	0	harmony_label_expansion	viio7/vi expansion Abb-Fb-Db-Bb (shipped JiMS name So:m3³)	uniform +7-fifths correction Ab-F-D-B (corrected JiMS name Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0075	ABC	n14op131_02	16	5/8	harmony_label_expansion	viio2/ii expansion Cb-Ab-F-D (shipped JiMS name So:m3³/Fe)	uniform +7-fifths correction C-A-F#-D# (corrected JiMS name Di:m3³/Te)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0076	chopin_mazurkas	BI115-2op33-2	65	0	harmony_label_expansion	I.viio7/iii{ expansion Db-Bb-G-E (shipped JiMS name Re:m3³)	uniform +7-fifths correction D-B-G#-E# (corrected JiMS name Ri:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -6, -3, 0 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0077	chopin_mazurkas	BI115-2op33-2	67	0	harmony_label_expansion	viio7/iii expansion Db-Bb-G-E (shipped JiMS name Re:m3³)	uniform +7-fifths correction D-B-G#-E# (corrected JiMS name Ri:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -6, -3, 0 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0078	liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	297	0	harmony_label_expansion	viio7/ii expansion Cb-Ab-F-D (shipped JiMS name So:m3³)	uniform +7-fifths correction A-F#-D#-B# (corrected JiMS name Di@Li:m3³/Di)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0079	scarlatti_sonatas	K057	117	1/8	harmony_label_expansion	#viio65/iv expansion Gb-Eb-C-A (shipped JiMS name Mi:m3³/So)	uniform +7-fifths correction Bb-G-E-C# (corrected JiMS name ~My@Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0080	ABC	n09op59-3_01	65	3/4	harmony_label_expansion	viio7/V expansion Eb-C-A-F# (shipped JiMS name Fi:m3³)	uniform +7-fifths correction Bb-G-E-C# (members-level adjudication; corrected members yield no direct JiMS name)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -5, -2, 4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0081	ABC	n09op59-3_01	266	3/4	harmony_label_expansion	#viio6/vi expansion Db-Bb-G (shipped JiMS name Mi:Ti5/So)	uniform +7-fifths correction D-B-G# (corrected JiMS name My:Ti5/Si)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -4, -1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0082	ABC	n11op95_02	91	0	harmony_label_expansion	viio64/vi expansion Eb-C-A (shipped JiMS name So:Ti5/Ra)	uniform +7-fifths correction E-C#-A# (corrected JiMS name Si:Ti5/Re)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict enharmonic_divergence), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0083	ABC	n11op95_03	46	0	harmony_label_expansion	viio/ii expansion Dbb-Bbb-Gb (shipped JiMS name Do:Ti5)	uniform +7-fifths correction Db-Bb-G (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0084	ABC	n11op95_04	133	0	harmony_label_expansion	I.V[viio64/vii expansion Ab-F-D (shipped JiMS name La:Ti5/Me)	uniform +7-fifths correction A-F#-D# (corrected JiMS name Li:Ti5/Mi)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -5, 1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0085	ABC	n12op127_04	81	0	harmony_label_expansion	viio/ii expansion Fb-Db-Bb (shipped JiMS name Do:Ti5)	uniform +7-fifths correction F-D-B (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0086	ABC	n12op127_04	85	0	harmony_label_expansion	viio/ii expansion Fb-Db-Bb (shipped JiMS name Do:Ti5)	uniform +7-fifths correction F-D-B (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0087	ABC	n14op131_01	62	0	harmony_label_expansion	viio/ii expansion Eb-C-A (shipped JiMS name Do:Ti5)	uniform +7-fifths correction E-C#-A# (corrected JiMS name Di:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0088	corelli	op01n12c	7	1/4	harmony_label_expansion	viio64/iv expansion Ab-F-D (shipped JiMS name Do:Ti5/Se)	uniform +7-fifths correction A-F#-D# (corrected JiMS name Di:Ti5/So)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0089	ABC	n03op18-3_01	193	0	harmony_label_expansion	viio2/vi expansion Gb-Eb-C-A (shipped JiMS name So:m3³/Fe)	uniform +7-fifths correction G-E-C#-A# (corrected JiMS name Si:m3³/Fa)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0090	ABC	n03op18-3_01	194	0	harmony_label_expansion	viio43/vi expansion Gb-Eb-C-A (shipped JiMS name So:m3³/Ra)	uniform +7-fifths correction G-E-C#-A# (corrected JiMS name Si:m3³/Re)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0091	ABC	n08op59-2_03	119	1/4	harmony_label_expansion	viio7/vi expansion Ab-F-D-B (shipped JiMS name So:m3³)	uniform +7-fifths correction A-F#-D#-B# (corrected JiMS name Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0092	ABC	n10op74_01	4	0	harmony_label_expansion	viio65/ii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name So:m3³/Te)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Di:m3³/Mi)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -8, -5 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0093	ABC	n11op95_01	32	1/2	harmony_label_expansion	viio7/vi expansion Gbb-Ebb-Cb-Ab (shipped JiMS name So:m3³)	uniform +7-fifths correction Gb-Eb-C-A (corrected JiMS name Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0094	ABC	n14op131_01	65	1/2	harmony_label_expansion	viio7/iii] expansion Ab-F-D-B (shipped JiMS name Re:m3³)	uniform +7-fifths correction A-F#-D#-B# (corrected JiMS name Ri:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -6, -3 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0095	beethoven_piano_sonatas	32-2	126	1/16	harmony_label_expansion	viio43/ii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name So:m3³/Ra)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Di:m3³/So)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0096	dvorak_silhouettes	op08n03	43	3/8	harmony_label_expansion	viio7/vi expansion Gbb-Ebb-Cb-Ab (shipped JiMS name So:m3³)	uniform +7-fifths correction Gb-Eb-C-A (corrected JiMS name Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0097	dvorak_silhouettes	op08n03	65	3/8	harmony_label_expansion	viio7/vi expansion Gbb-Ebb-Cb-Ab (shipped JiMS name So:m3³)	uniform +7-fifths correction Gb-Eb-C-A (corrected JiMS name Si:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -7, -4 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0098	mozart_piano_sonatas	K282-2	12	0	harmony_label_expansion	I.viio43/ii{ expansion Abb-Fb-Db-Bb (shipped JiMS name So:m3³/Ra)	uniform +7-fifths correction Ab-F-D-B (corrected JiMS name Di:m3³/So)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -5, -2 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0099	ABC	n10op74_02	100	1/4	harmony_label_expansion	viio/iii expansion Fb-Db-Bb (shipped JiMS name Re:Ti5)	uniform +7-fifths correction F-D-B (corrected JiMS name Ri:Ti5)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -6 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0100	ABC	n11op95_01	33	11/12	harmony_label_expansion	viio7/iii expansion Dbb-Bbb-Gb-Eb (shipped JiMS name Re:m3³)	uniform +7-fifths correction Db-Bb-G-E (corrected JiMS name Ri:m3³)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) -6 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
DLC-0101	medtner_tales	op08n01	48	3/8	harmony_label_expansion	#viio65/V expansion Ab-F-D-B (shipped JiMS name Ri:m3³/Fi)	uniform +7-fifths correction Eb-C-A-F# (members-level adjudication; corrected members yield no direct JiMS name)	adjudicated_in_jims	Expansion member(s) at native fifths position(s) 1 never sound in the annotated span while their chromatic-semitone (+7 fifths) neighbors do - the dropped-sharpening signature - and the uniform +7 correction (every member, root, and bass raised) matches the staff (verdict verified_exact), per the JiMS applied-diminished expansion audit of 2026-08-06.	JiMS applied-diminished expansion audit, 2026-08-06			Owner adopted the uniform +7 score_surface adjudication inside JiMS on 2026-08-06 (tier uniform_plus7_verified); evidence in JiMS Temp/appdim-audit/detail.json; the DCML label itself may be intentional shorthand - the defect is in the machine expansion. No upstream submission has been made.
